Date/Time,S01-Hz,S02-Hz,S03-Hz,S04-Hz,S05-Hz,S06-Hz,S07-Hz
12/31/2021 14:45,872.93,1118.071,873.928,879.777,887.17,886.645,871.846
12/21/2021 13:45,872.977,1118.137,873.651,879.562,887.754,886.451,871.805
12/28/2021 12:45,873.009,1118.585,874.195,879.971,888.112,886.712,872.642
12/20/2021 11:45,873.014,1119.244,874.239,880.479,889.184,886.652,873.293
10/30/2021 16:45,873.02,848.474,871.539,884.292,894.952,885.81,876.474
12/28/2021 15:45,873.026,1118.733,874.244,880.846,888.175,886.769,872.72
12/30/2021 13:45,873.033,1117.638,873.788,879.129,886.833,886.237,871.356
12/11/2021 12:45,873.034,1119.29,876.215,880.384,889.07,886.977,873.046
12/30/2021 11:45,873.04,1119.005,874.028,880.643,888.747,886.471,873.262
12/14/2021 13:45,873.057,1118.921,873.796,880.071,888.486,886.22,872.445
12/29/2021 11:45,873.067,1119.169,874.124,880.635,888.668,886.259,873.233
12/7/2021 12:45,873.083,1119.365,876.71,880.51,889.398,886.395,872.896
12/22/2021 11:45,873.097,1118.759,873.313,880.105,888.664,888.55,872.613
12/11/2021 13:45,873.106,1119.093,873.8,880.178,888.763,886.512,872.731
12/27/2021 14:45,873.119,1119.094,874.818,880.849,888.851,886.676,873.371
12/14/2021 12:45,873.173,1119.162,874.555,880.313,888.825,887.045,872.813
12/23/2021 12:45,873.173,1118.636,873.786,880.091,888.717,886.701,872.521
12/14/2021 11:45,873.193,1119.95,873.982,881.139,889.751,886.492,873.911
12/31/2021 15:45,873.193,1118.341,874.262,880.539,887.874,886.535,872.504
12/11/2021 11:45,873.213,1119.723,874.013,880.779,889.678,888.036,873.584
12/28/2021 11:45,873.217,1119.52,874.115,881.065,889.496,886.978,873.963
11/28/2021 12:45,873.222,9789.801,873.89,880.75,890.008,886.68,873.131
12/18/2021 13:45,873.244,1118.918,874.044,880.26,888.551,886.719,872.744
12/3/2021 13:45,873.282,1120.327,873.766,881.13,889.897,886.823,873.555
12/17/2021 12:45,873.299,1119.635,875.008,880.987,889.442,886.834,873.648
12/1/2021 12:45,873.303,1120.641,873.891,881.146,889.916,886.834,873.648
11/30/2021 12:45,873.307,1120.218,874.183,880.497,889.53,886.45,872.958
12/20/2021 13:45,873.325,1118.582,875.104,879.925,888.386,886.592,872.409
12/21/2021 14:45,873.325,1118.657,874.133,880.267,888.412,886.567,872.343
12/21/2021 11:45,873.34,1119.083,875.117,880.233,888.897,886.804,872.916
12/4/2021 13:45,873.347,1119.828,876.41,880.591,889.447,886.988,872.827
12/15/2021 11:45,873.351,1120.103,877.879,881.44,890.232,887.571,874.351
12/16/2021 13:45,873.36,1119.318,875.16,880.767,889.115,886.801,873.18
11/27/2021 13:45,873.374,3895.809,873.564,880.664,889.996,886.776,872.98
12/15/2021 14:45,873.376,1119.445,874.169,881.033,889.147,886.624,873.218
12/17/2021 14:45,873.389,1119.653,878.111,881.002,889.192,887.459,873.433
12/13/2021 13:45,873.414,1119.356,873.979,880.58,889.346,886.792,873.098
12/19/2021 11:45,873.42,1119.778,874.054,881.004,889.86,886.949,873.822
10/29/2021 17:45,873.433,1021.65,872.096,884.664,895.417,886.189,876.723
12/2/2021 13:45,873.434,1120.424,874.133,881.378,890.122,886.793,873.9
10/28/2021 16:45,873.438,847.859,871.554,883.657,895.023,886.025,875.936
12/18/2021 11:45,873.438,1119.721,874.409,881.066,889.622,886.891,873.788
10/30/2021 8:45,873.468,2552.709,872.45,886.431,898.087,886.972,880.251
10/30/2021 17:45,873.471,1973.342,872.052,885.083,895.861,886.433,877.54
11/26/2021 14:45,873.471,11037.153,875.845,881.727,890.774,886.986,873.978
12/18/2021 12:45,873.474,1119.213,874.748,880.602,888.953,886.92,873.157
12/1/2021 13:45,873.479,1120.242,873.732,880.858,889.244,886.55,873.148
12/10/2021 13:45,873.482,1119.546,874.058,880.817,889.626,886.98,873.564
11/30/2021 14:45,873.493,1120.402,877.101,881.077,889.736,886.661,873.303
12/16/2021 12:45,873.493,1119.471,874.237,880.854,889.391,886.795,873.383
12/30/2021 10:45,873.502,1120.475,874.374,882.362,890.637,886.808,875.316
12/8/2021 12:45,873.503,1119.432,874.266,880.587,889.46,886.618,872.979
12/23/2021 13:45,873.509,1118.515,873.944,880.071,888.422,886.712,872.328
12/8/2021 14:45,873.517,1119.587,874.495,880.703,889.531,886.588,873.042
12/4/2021 12:45,873.522,1119.892,875.301,880.625,889.701,887.454,873.16
12/30/2021 16:45,873.528,1119.162,874.794,881.259,888.602,887.169,873.404
12/13/2021 12:45,873.542,1119.485,873.854,880.563,889.468,886.803,873.262
12/2/2021 12:45,873.545,1120.727,874.041,881.434,890.324,887.256,874.044
12/11/2021 14:45,873.545,1119.491,877.241,880.836,889.249,886.799,873.22
11/30/2021 11:45,873.548,1120.909,874.371,881.411,890.768,888.497,874.05
12/28/2021 16:45,873.548,1119.393,874.346,881.222,888.762,887.433,873.475
11/27/2021 11:45,873.55,10827.227,873.87,881.273,890.795,886.413,873.891
12/14/2021 15:45,873.553,1119.437,874.207,880.877,888.874,889.666,873.24
12/8/2021 13:45,873.554,1119.437,874.081,880.506,889.366,886.574,872.788
12/15/2021 13:45,873.555,1119.304,875.206,880.597,888.942,887.474,873.12
12/24/2021 11:45,873.559,1119.263,873.867,880.946,889.634,886.816,873.599
12/27/2021 13:45,873.567,1119.024,874.342,880.683,888.903,887.141,873.349
11/29/2021 14:45,873.569,1120.716,874.024,881.293,890.34,887.013,873.561
12/14/2021 14:45,873.572,1118.929,873.824,880.422,888.586,887.827,872.735
12/29/2021 10:45,873.575,1120.457,874.388,882.207,890.531,886.844,875.316
11/25/2021 13:45,873.592,10520.188,873.818,881.833,890.92,886.758,873.98
12/16/2021 11:45,873.6,1120.148,874.283,881.544,890.244,886.805,874.29
12/4/2021 11:45,873.617,1120.518,874.397,881.366,890.524,886.849,874.055
12/2/2021 14:45,873.619,1120.64,874.571,881.648,890.256,886.893,873.895
12/20/2021 10:45,873.625,1120.577,874.472,882.007,890.839,887.322,875.192
12/3/2021 12:45,873.627,1120.508,875.853,881.381,890.285,886.848,874.007
12/8/2021 11:45,873.637,1119.973,875.08,881.012,890.152,887.724,873.837
12/13/2021 11:45,873.641,1119.93,874.058,881.063,890.262,886.796,873.877
12/25/2021 14:45,873.641,1119.21,874.151,881.114,889.899,886.769,873.39
12/15/2021 12:45,873.648,1119.503,874.658,880.919,889.27,886.758,873.433
12/27/2021 16:45,873.65,1119.957,874.376,881.912,889.624,886.785,874.316
11/17/2021 12:45,873.657,10244.001,873.802,880.997,890.651,886.601,873.299
12/10/2021 12:45,873.665,1119.789,874.287,880.837,889.873,887.058,873.578
12/16/2021 14:45,873.681,1119.521,874.231,881.071,889.318,886.796,873.335
12/12/2021 13:45,873.683,1119.737,874.062,880.991,889.909,889.053,873.625
11/29/2021 12:45,873.704,1120.577,873.861,880.806,890.127,886.641,873.388
12/7/2021 11:45,873.704,1120.354,874.194,881.474,890.66,886.781,874.234
12/6/2021 12:45,873.724,1119.865,874.11,880.829,890.054,887.054,873.296
12/23/2021 14:45,873.73,1118.528,873.684,880.06,888.165,886.256,872.152
12/9/2021 12:45,873.732,1119.912,874.355,881.009,890.044,887.114,873.594
12/29/2021 16:45,873.737,1119.4,876.167,881.65,889.09,886.926,873.665
12/31/2021 11:45,873.755,1118.902,874.921,880.584,888.767,886.616,873.045
12/19/2021 14:45,873.759,1119.593,874.872,880.996,889.242,887.237,873.323
12/1/2021 14:45,873.765,1120.861,875.196,881.717,890.24,887.314,873.965
12/19/2021 12:45,873.765,1119.213,875.418,880.449,889.113,887.05,873.132
11/25/2021 14:45,873.77,11386.947,873.932,882.32,891.325,887.034,874.418
11/29/2021 13:45,873.77,1120.316,873.689,880.607,889.615,886.374,872.934
12/6/2021 11:45,873.779,1120.358,875.599,881.32,890.756,887.497,873.965
12/9/2021 11:45,873.788,1120.429,874.248,881.613,890.81,886.996,874.41
12/31/2021 10:45,873.788,1120.41,874.33,882.347,890.774,887.062,875.248
12/13/2021 14:45,873.79,1119.8,876.513,881.079,889.629,886.812,873.423
12/5/2021 11:45,873.796,1120.468,874.05,881.469,890.668,886.811,874.075
12/20/2021 15:45,873.815,1119.709,874.223,881.124,889.446,889.458,873.51
12/12/2021 11:45,873.818,1120.461,876.686,881.792,890.894,889.106,874.645
12/14/2021 16:45,873.824,1120.089,874.528,881.753,889.804,887.356,874.017
12/22/2021 14:45,873.827,1117.943,873.739,879.392,887.564,886.231,871.326
12/23/2021 11:45,873.827,1119.599,874.013,881.164,889.942,886.88,873.681
12/24/2021 13:45,873.834,1119.133,874.325,880.91,889.18,886.885,872.98
11/17/2021 13:45,873.844,10550.958,873.977,881.131,890.638,889.739,873.235
11/28/2021 14:45,873.849,4706.513,874.475,881.513,890.333,886.99,873.7
12/25/2021 12:45,873.85,1119.367,874.274,880.957,889.895,887.109,873.402
10/30/2021 18:45,873.856,4141.294,872.52,885.723,896.785,886.836,878.253
11/29/2021 15:45,873.858,1121.31,874.134,882.041,890.818,889.33,874.369
11/29/2021 11:45,873.863,1121.362,874.299,881.601,891.178,888.024,874.526
10/29/2021 18:45,873.864,942.896,872.282,885.16,896.077,886.577,877.528
12/21/2021 15:45,873.865,1119.409,874.288,881.074,889.291,887.689,873.24
12/10/2021 11:45,873.867,1120.523,875.968,881.526,890.758,888.356,874.474
12/9/2021 13:45,873.871,1120.048,874.318,881.181,890.138,886.94,873.635
11/15/2021 12:45,873.879,4524.832,873.855,879.327,889.697,886.208,872.208
12/18/2021 10:45,873.881,1120.739,876.6,882.294,891.117,887.521,875.173
12/24/2021 12:45,873.884,1118.606,873.509,880.16,888.548,886.317,872.483
12/22/2021 10:45,873.891,1120.615,874.516,882.145,891.158,887.152,874.99
12/27/2021 10:45,873.892,1120.764,874.804,882.499,891.356,887.368,875.579
12/19/2021 10:45,873.897,1120.998,874.577,882.382,891.426,887.233,875.443
12/14/2021 10:45,873.9,1121.213,874.458,882.662,891.43,887.179,875.719
12/17/2021 11:45,873.904,1120.336,874.319,881.946,890.528,887.256,874.762
12/5/2021 13:45,873.907,1119.875,875.102,880.909,889.908,887.135,873.249
12/4/2021 15:45,873.908,1120.429,874.302,881.606,890.269,887.013,873.842
12/31/2021 16:45,873.91,1119.417,874.913,881.647,889.17,887.001,873.588
11/15/2021 11:45,873.911,844.212,876.69,880.767,891.449,887.492,873.998
12/27/2021 12:45,873.912,1119.209,875.312,880.794,889.315,887.417,873.612
12/27/2021 15:45,873.914,1119.464,874.179,881.409,889.192,886.993,873.814
12/7/2021 13:45,873.925,1120.17,874.282,881.017,890.14,887.165,873.386
11/24/2021 13:45,873.931,10828.827,873.636,881.351,890.507,886.356,873.369
12/9/2021 14:45,873.94,1120.392,874.457,881.591,890.516,887.111,874.044
11/28/2021 13:45,873.945,9568.474,875.479,880.695,889.953,886.881,873.174
12/6/2021 13:45,873.946,1119.773,873.737,880.725,889.89,887.256,873.131
12/20/2021 14:45,873.947,1118.856,874.136,880.309,888.479,886.255,872.484
12/16/2021 10:45,873.949,1121.292,874.679,883.003,891.812,887.435,876.095
11/23/2021 13:45,873.953,10221.524,875.475,881.636,891.284,886.878,873.972
12/8/2021 10:45,873.971,1121.328,874.334,882.606,891.924,887.123,875.587
11/25/2021 12:45,873.972,8513.695,874.127,882.033,891.339,886.909,874.433
11/26/2021 12:45,873.978,10742.307,873.822,882.049,891.839,887.981,874.436
12/10/2021 14:45,873.979,1120.193,874.282,881.584,890.32,887.072,874.111
10/30/2021 19:45,873.993,850.35,872.72,886.165,897.335,887.162,878.831
12/18/2021 15:45,873.995,1119.567,874.371,881.275,889.179,886.888,873.431
12/3/2021 10:45,873.997,1122.222,874.473,883.461,892.624,887.01,876.618
12/10/2021 10:45,874.001,1121.367,874.529,882.734,891.971,887.26,876.015
11/27/2021 12:45,874.002,12417.674,873.851,880.745,890.127,886.654,873.069
11/30/2021 13:45,874.002,1120.245,874.342,880.72,889.514,886.59,872.977
12/3/2021 14:45,874.009,1120.293,874.051,881.21,889.867,886.873,873.726
11/19/2021 12:45,874.013,9979.192,874.594,881.34,891.436,887.014,873.75
11/28/2021 10:45,874.013,9982.561,874.257,882.571,892.401,887.25,875.607
12/19/2021 15:45,874.014,1120.347,874.932,882.01,890.292,887.133,874.471
12/26/2021 12:45,874.016,1119.791,874.909,881.29,890.192,888.225,874.15
11/30/2021 22:45,874.023,1122.851,875.532,885.379,895.455,888.048,878.443
12/28/2021 10:45,874.028,1120.818,874.956,882.618,891.205,887.173,875.715
12/12/2021 14:45,874.043,1120.256,874.141,881.366,890.247,886.926,873.9
11/28/2021 22:45,874.047,9659.601,875.627,885.269,895.248,888.163,878.34
12/4/2021 10:45,874.048,1121.571,874.36,882.494,891.771,887.312,875.422
11/11/2021 13:45,874.053,846.162,874.633,882.052,892.118,886.92,874.296
12/17/2021 15:45,874.062,1120.485,874.48,881.882,890.361,887.056,874.333
12/24/2021 10:45,874.064,1120.768,874.617,882.757,891.678,887.385,875.638
12/24/2021 15:45,874.069,1119.777,874.57,881.742,890.135,887.039,873.88
11/11/2021 12:45,874.07,846.076,874.094,881.874,892.262,886.895,874.231
11/16/2021 12:45,874.072,9805.391,873.937,880.743,890.794,886.619,872.95
12/6/2021 10:45,874.075,1121.238,874.388,882.422,891.945,887.265,875.285
12/15/2021 10:45,874.079,1121.499,874.734,883.314,891.972,887.38,876.464
12/23/2021 15:45,874.081,1119.392,874.87,881.138,889.531,887.32,873.267
12/21/2021 10:45,874.087,1120.499,874.138,882.005,890.884,886.924,875.079
12/16/2021 15:45,874.09,1120.116,874.635,881.682,890.071,887.081,874.019
12/5/2021 12:45,874.091,1119.711,875.05,880.696,889.637,886.782,873.118
11/24/2021 12:45,874.094,12677.783,873.883,881.276,890.678,886.917,873.64
12/13/2021 10:45,874.098,1121.147,874.311,882.557,892.05,887.077,875.612
10/28/2021 17:45,874.099,849.117,872.176,884.641,896.17,886.608,877.05
12/4/2021 14:45,874.1,1119.903,874.061,880.951,889.683,886.683,873.072
12/1/2021 11:45,874.102,1121.299,873.901,881.912,891.082,886.608,874.599
12/25/2021 13:45,874.108,1119.365,874.469,880.961,889.817,887.09,873.328
11/25/2021 11:45,874.114,10088.563,874.378,882.518,892.06,886.89,875.159
12/1/2021 10:45,874.115,1122.626,874.636,883.683,893.097,887.435,876.756
11/27/2021 10:45,874.118,9901.396,874.652,882.554,892.495,887.373,875.698
12/17/2021 13:45,874.121,1119.539,874.893,881.048,889.307,887.048,873.622
10/30/2021 20:45,874.123,933.685,872.9,886.413,897.641,887.563,879.431
11/28/2021 11:45,874.123,9818.69,875.033,881.295,890.731,886.815,873.867
12/22/2021 15:45,874.123,1119.309,874.586,880.889,889.346,889.043,872.919
11/15/2021 13:45,874.126,842.86,874.254,879.666,890.077,886.786,872.543
10/29/2021 8:45,874.128,850.511,873.212,887.623,899.38,887.644,881.108
11/24/2021 11:45,874.132,10957.997,874.516,881.801,891.435,886.511,874.251
11/22/2021 13:45,874.139,3149.029,873.849,881.711,891.746,891.511,874.434
12/7/2021 10:45,874.143,1121.507,874.53,882.879,892.308,887.527,876.037
12/30/2021 15:45,874.149,1118.349,874.291,880.299,887.675,886.469,872.219
12/15/2021 15:45,874.153,1119.772,874.94,881.482,889.66,887.783,873.736
12/29/2021 17:45,874.155,1120.341,874.984,882.483,890.297,887.44,874.687
11/10/2021 12:45,874.159,845.948,874.434,881.711,892.212,886.889,874
12/12/2021 10:45,874.17,1121.455,874.788,883.241,892.326,887.496,876.434
11/28/2021 15:45,874.171,9694.481,875.701,882.293,891.144,887.277,874.457
12/17/2021 10:45,874.183,1121.483,874.987,883.28,892.073,887.355,876.416
12/25/2021 11:45,874.185,1119.515,876.929,881.346,890.305,887.466,873.982
10/30/2021 21:45,874.195,1128.966,872.946,886.535,897.858,887.544,879.464
12/13/2021 15:45,874.197,1120.489,874.582,882.083,890.705,887.2,874.493
11/9/2021 13:45,874.211,846.181,874.885,882.058,892.408,886.727,874.287
12/19/2021 13:45,874.211,1119.003,873.933,880.411,888.838,886.623,872.927
11/27/2021 15:45,874.217,1755.993,874.423,882.147,890.977,886.939,874.141
11/30/2021 10:45,874.22,1122.033,874.81,882.854,892.312,887.39,875.89
11/8/2021 12:45,874.228,846.796,874.186,882.438,892.956,886.909,874.817
12/28/2021 17:45,874.228,1120.366,874.857,882.316,890.385,887.344,874.718
12/2/2021 10:45,874.229,1122.622,874.748,883.589,893.017,887.517,876.703
10/29/2021 19:45,874.231,1444.721,872.762,885.907,897.084,887.03,878.28
11/2/2021 11:45,874.235,846.278,873.394,881.906,893.157,886.599,874.527
12/8/2021 15:45,874.238,1120.44,874.791,881.973,890.616,887.308,874.238
12/25/2021 10:45,874.238,1120.66,874.66,882.489,891.747,887.294,875.438
11/27/2021 14:45,874.244,12225.404,874.121,881.217,890.331,886.969,873.443
11/29/2021 10:45,874.247,9408.933,874.595,883.008,892.753,887.472,876.171
12/6/2021 14:45,874.253,1120.368,875.815,881.471,890.535,887.064,873.757
12/12/2021 15:45,874.266,1120.84,874.98,882.288,890.944,887.296,874.772
11/26/2021 11:45,874.267,4812.199,874.681,883.157,892.646,887.052,875.972
12/5/2021 10:45,874.269,1121.454,874.346,882.636,892.1,887.433,875.507
11/23/2021 14:45,874.271,11750.035,874.331,882.105,891.57,886.949,874.241
12/4/2021 16:45,874.276,1121.059,874.644,882.393,891.084,887.289,874.788
11/18/2021 11:45,874.277,10871.312,874.372,881.932,892.061,887.097,874.69
12/9/2021 15:45,874.278,1120.84,874.723,882.298,890.915,887.01,874.711
12/31/2021 17:45,874.285,1120.298,875.217,882.608,890.269,887.373,874.614
11/8/2021 13:45,874.291,846.696,874.293,882.462,892.772,887.265,874.632
12/29/2021 9:45,874.291,1122.015,875.491,884.673,892.971,887.634,878.005
12/2/2021 11:45,874.294,1121.302,874.085,882.293,891.143,886.874,874.856
12/31/2021 9:45,874.299,1122.065,875.368,884.76,893.03,887.797,877.973
11/12/2021 13:45,874.3,846.031,874.141,881.92,891.88,887.098,874.222
12/14/2021 17:45,874.3,1120.838,875.021,882.663,890.937,887.405,875.019
11/10/2021 13:45,874.307,846.044,874.719,881.827,892.065,886.774,874.119
11/1/2021 10:45,874.308,846.901,873.461,882.482,893.805,886.696,875.488
10/29/2021 20:45,874.314,1411.837,873.019,886.204,897.551,887.779,879.117
10/29/2021 21:45,874.32,850.515,873.032,886.453,897.889,887.478,879.342
12/25/2021 15:45,874.323,1119.801,874.79,881.776,890.395,887.126,874.092
11/1/2021 12:45,874.331,846.06,873.444,881.71,892.633,886.616,874.294
12/18/2021 16:45,874.331,1120.821,874.951,882.443,890.736,887.624,874.829
12/15/2021 22:45,874.335,1121.803,875.249,884.501,893.549,887.75,877.373
12/9/2021 10:45,874.348,1121.719,875.8,883.395,892.739,887.717,876.655
11/24/2021 10:45,874.355,11233.536,875.001,882.926,892.828,887.36,875.858
11/24/2021 23:45,874.356,6234.302,874.836,885.151,894.905,887.97,878.426
12/15/2021 9:45,874.366,1122.39,875.208,884.382,893.222,887.513,877.641
12/18/2021 9:45,874.366,1121.994,875.364,884.129,892.821,887.768,877.303
12/30/2021 17:45,874.375,1120.447,875.339,882.619,890.294,887.448,874.595
12/11/2021 16:45,874.384,1120.995,875.095,882.638,890.994,888.467,875.058
11/9/2021 12:45,874.39,846.213,874.252,881.997,892.594,886.926,874.246
12/15/2021 17:45,874.392,1120.972,874.912,882.915,891.169,887.457,875.253
11/1/2021 11:45,874.4,846.331,873.625,881.959,893.033,886.776,874.655
11/10/2021 11:45,874.403,846.42,876.134,882.118,893.142,887.167,874.927
11/25/2021 10:45,874.411,10036.841,874.749,883.67,893.408,887.565,876.823
11/11/2021 11:45,874.415,846.618,874.51,882.368,893.035,887.186,874.983
11/21/2021 13:45,874.42,10444.489,874.227,881.57,891.642,887.172,874.071
11/25/2021 0:45,874.421,3806.956,874.705,884.757,894.59,888.164,877.659
11/23/2021 15:45,874.431,10540.134,874.35,882.748,892.109,887.113,874.82
12/26/2021 10:45,874.433,1121.308,874.972,883.223,892.476,887.781,876.2
12/21/2021 9:45,874.44,1122.098,876.092,884.332,893.015,887.774,877.639
11/12/2021 11:45,874.442,846.492,874.354,882.259,892.816,887.126,874.941
12/14/2021 9:45,874.445,1122.528,875.02,884.304,893.364,887.531,877.663
11/24/2021 14:45,874.449,11836.408,874.579,882.262,891.617,887.293,874.381
11/20/2021 12:45,874.451,9959.395,874.019,881.729,892.057,886.935,874.458
12/14/2021 18:45,874.452,1121.395,875.264,883.344,891.82,887.638,875.8
11/26/2021 15:45,874.458,11520.324,875.211,882.69,891.713,887.392,874.972
12/5/2021 15:45,874.459,1121.169,875.747,882.239,891.453,887.652,874.703
12/17/2021 16:45,874.47,1121.316,875.278,883.086,891.395,888.077,875.537
12/27/2021 9:45,874.471,1121.98,874.994,884.073,892.8,887.686,877.227
11/21/2021 11:45,874.472,12090.218,875.059,881.534,892.022,887.395,874.412
12/29/2021 18:45,874.474,1121.144,875.25,883.311,891.403,887.563,875.702
10/30/2021 7:45,874.475,1195.254,873.576,887.93,899.942,888.395,882.692
11/17/2021 11:45,874.477,10515.44,874.41,881.708,891.669,887.02,874.097
12/19/2021 17:45,874.477,1121.661,875.357,883.487,891.973,887.577,876.116
11/18/2021 12:45,874.48,10527.617,874.799,881.899,891.78,887.265,874.353
11/22/2021 14:45,874.48,10970.846,874.58,882.246,892.098,889.995,874.649
12/24/2021 14:45,874.487,1119.35,874.559,881.177,889.552,887.118,873.395
12/15/2021 18:45,874.489,1121.413,875.106,883.455,891.82,887.455,875.852
12/8/2021 16:45,874.498,1121.139,874.676,882.722,891.401,888.135,875.115
12/2/2021 15:45,874.501,1121.151,874.403,882.254,890.948,887.159,874.637
12/25/2021 16:45,874.505,1120.326,874.797,882.429,891.17,887.362,874.832
11/15/2021 10:45,874.506,846.41,874.783,882.909,893.356,887.823,876.256
12/28/2021 9:45,874.508,1122.091,875.184,884.421,892.942,887.679,877.78
11/22/2021 11:45,874.511,10216.328,874.858,882.407,892.638,888.022,875.071
12/7/2021 15:45,874.518,1121.146,874.486,882.373,891.359,887.269,874.759
12/20/2021 16:45,874.518,1120.655,874.905,882.304,890.66,887.479,874.748
10/28/2021 18:45,874.52,850.004,872.769,885.553,897.295,887.233,878.096
11/19/2021 11:45,874.52,8980.826,875.373,881.626,891.852,887.019,874.187
11/21/2021 12:45,874.522,10438.644,874.188,881.271,891.54,887.057,873.909
12/1/2021 16:45,874.523,1121.836,875.883,882.918,891.574,887.732,875.22
12/6/2021 9:45,874.527,1122.436,874.798,884.019,893.526,887.699,877.21
12/17/2021 22:45,874.543,1123.018,875.583,885.398,894.67,888.061,878.505
12/11/2021 9:45,874.548,1122.567,874.95,884.293,893.329,887.615,877.682
12/21/2021 17:45,874.553,1120.879,874.89,882.848,891.253,887.434,875.165
12/12/2021 12:45,874.554,1119.859,874.629,881.134,890.074,887.122,873.829
12/22/2021 9:45,874.556,1122.131,875.21,884.351,893.247,887.726,877.472
12/12/2021 16:45,874.557,1121.513,874.972,883.065,891.86,887.785,875.652
12/20/2021 9:45,874.558,1122.099,875.013,884.124,892.829,887.59,877.484
10/28/2021 20:45,874.566,850.508,872.903,886.395,898.091,887.51,879.255
12/23/2021 10:45,874.567,1120.893,874.968,882.735,891.631,887.295,875.671
12/4/2021 9:45,874.57,1122.735,874.944,884.009,893.482,887.676,877.242
11/26/2021 16:45,874.571,10552.987,874.754,883.334,892.399,887.645,875.701
12/3/2021 16:45,874.572,1121.833,875.079,882.969,891.9,887.925,875.532
11/30/2021 16:45,874.573,1122.156,874.923,883.052,891.883,887.395,875.344
12/1/2021 0:45,874.577,1123.009,875.505,885.431,894.578,888.657,878.964
11/16/2021 11:45,874.578,10468.651,874.233,881.178,891.344,886.811,873.572
12/26/2021 15:45,874.586,1120.647,874.819,882.571,891.319,887.348,875.137
12/28/2021 18:45,874.59,1121.429,875.515,883.57,891.614,887.59,875.925
12/27/2021 11:45,874.594,1119.783,874.674,881.469,890.123,887.245,874.334
12/13/2021 22:45,874.597,1123.135,875.512,885.483,894.967,888.119,878.775
12/16/2021 16:45,874.603,1121.044,875.162,882.805,891.287,887.525,875.195
11/2/2021 10:45,874.608,847.188,873.767,882.733,894.321,886.929,875.616
11/19/2021 10:45,874.608,8434.806,874.69,882.761,893.411,887.328,875.762
12/5/2021 14:45,874.608,1120.432,874.412,881.555,890.446,887.945,873.84
12/19/2021 16:45,874.613,1121.184,875.078,882.67,891.2,887.373,875.238
12/26/2021 13:45,874.617,1119.548,874.598,881.338,890.053,887.502,873.957
11/21/2021 1:45,874.62,10435.807,874.861,884.363,895.269,887.998,877.704
11/10/2021 10:45,874.626,847.591,874.639,883.368,894.535,887.336,876.352
12/3/2021 17:45,874.628,1122.285,875.217,883.531,892.519,887.656,876.184
12/23/2021 16:45,874.631,1120.501,875.185,882.239,890.771,887.449,874.404
12/16/2021 9:45,874.633,1122.582,875.494,885.014,893.838,888.087,878.286
11/26/2021 10:45,874.635,9737.107,875.183,884.198,893.979,887.757,877.512
10/30/2021 22:45,874.638,850.946,873.462,886.866,898.357,888.321,880.471
11/25/2021 15:45,874.641,5359.218,874.864,883.311,892.489,887.646,875.565
12/31/2021 19:45,874.644,1121.618,875.62,883.893,892.047,887.894,876.34
12/13/2021 16:45,874.647,1121.272,875.142,883.071,891.728,887.745,875.578
10/28/2021 19:45,874.649,850.391,872.998,886.14,898,887.525,878.866
